Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	GLP1R_3PA_GLP1_1 Spectral Count	GLP1R_3PA_GLP1_2 Spectral Count	GLP1R_3PA_GLP1_3 Spectral Count	GLP1R_3PA_GLP1_4 Spectral Count	GLP1R_3PA_VEH_1 Spectral Count	GLP1R_3PA_VEH_2 Spectral Count	GLP1R_3PA_VEH_3 Spectral Count	GLP1R_3PA_VEH_4 Spectral Count	GLP1R_WT_GLP1_1 Spectral Count	GLP1R_WT_GLP1_2 Spectral Count	GLP1R_WT_GLP1_3 Spectral Count	GLP1R_WT_GLP1_4 Spectral Count	GLP1R_WT_VEH_1 Spectral Count	GLP1R_WT_VEH_2 Spectral Count	GLP1R_WT_VEH_3 Spectral Count	GLP1R_WT_VEH_4 Spectral Count	NEG_1 Spectral Count	GLP1R_3PA_GLP1_1 Unique Spectral Count	GLP1R_3PA_GLP1_2 Unique Spectral Count	GLP1R_3PA_GLP1_3 Unique Spectral Count	GLP1R_3PA_GLP1_4 Unique Spectral Count	GLP1R_3PA_VEH_1 Unique Spectral Count	GLP1R_3PA_VEH_2 Unique Spectral Count	GLP1R_3PA_VEH_3 Unique Spectral Count	GLP1R_3PA_VEH_4 Unique Spectral Count	GLP1R_WT_GLP1_1 Unique Spectral Count	GLP1R_WT_GLP1_2 Unique Spectral Count	GLP1R_WT_GLP1_3 Unique Spectral Count	GLP1R_WT_GLP1_4 Unique Spectral Count	GLP1R_WT_VEH_1 Unique Spectral Count	GLP1R_WT_VEH_2 Unique Spectral Count	GLP1R_WT_VEH_3 Unique Spectral Count	GLP1R_WT_VEH_4 Unique Spectral Count	NEG_1 Unique Spectral Count	GLP1R_3PA_GLP1_1 Total Spectral Count	GLP1R_3PA_GLP1_2 Total Spectral Count	GLP1R_3PA_GLP1_3 Total Spectral Count	GLP1R_3PA_GLP1_4 Total Spectral Count	GLP1R_3PA_VEH_1 Total Spectral Count	GLP1R_3PA_VEH_2 Total Spectral Count	GLP1R_3PA_VEH_3 Total Spectral Count	GLP1R_3PA_VEH_4 Total Spectral Count	GLP1R_WT_GLP1_1 Total Spectral Count	GLP1R_WT_GLP1_2 Total Spectral Count	GLP1R_WT_GLP1_3 Total Spectral Count	GLP1R_WT_GLP1_4 Total Spectral Count	GLP1R_WT_VEH_1 Total Spectral Count	GLP1R_WT_VEH_2 Total Spectral Count	GLP1R_WT_VEH_3 Total Spectral Count	GLP1R_WT_VEH_4 Total Spectral Count	NEG_1 Total Spectral Count	GLP1R_3PA_GLP1_1 Intensity	GLP1R_3PA_GLP1_2 Intensity	GLP1R_3PA_GLP1_3 Intensity	GLP1R_3PA_GLP1_4 Intensity	GLP1R_3PA_VEH_1 Intensity	GLP1R_3PA_VEH_2 Intensity	GLP1R_3PA_VEH_3 Intensity	GLP1R_3PA_VEH_4 Intensity	GLP1R_WT_GLP1_1 Intensity	GLP1R_WT_GLP1_2 Intensity	GLP1R_WT_GLP1_3 Intensity	GLP1R_WT_GLP1_4 Intensity	GLP1R_WT_VEH_1 Intensity	GLP1R_WT_VEH_2 Intensity	GLP1R_WT_VEH_3 Intensity	GLP1R_WT_VEH_4 Intensity	NEG_1 Intensity	GLP1R_3PA_GLP1_1 MaxLFQ Intensity	GLP1R_3PA_GLP1_2 MaxLFQ Intensity	GLP1R_3PA_GLP1_3 MaxLFQ Intensity	GLP1R_3PA_GLP1_4 MaxLFQ Intensity	GLP1R_3PA_VEH_1 MaxLFQ Intensity	GLP1R_3PA_VEH_2 MaxLFQ Intensity	GLP1R_3PA_VEH_3 MaxLFQ Intensity	GLP1R_3PA_VEH_4 MaxLFQ Intensity	GLP1R_WT_GLP1_1 MaxLFQ Intensity	GLP1R_WT_GLP1_2 MaxLFQ Intensity	GLP1R_WT_GLP1_3 MaxLFQ Intensity	GLP1R_WT_GLP1_4 MaxLFQ Intensity	GLP1R_WT_VEH_1 MaxLFQ Intensity	GLP1R_WT_VEH_2 MaxLFQ Intensity	GLP1R_WT_VEH_3 MaxLFQ Intensity	GLP1R_WT_VEH_4 MaxLFQ Intensity	NEG_1 MaxLFQ Intensity	Indistinguishable Proteins
tr|G3V8V4|G3V8V4_RAT	G3V8V4	G3V8V4_RAT	Cers2	380	Rattus norvegicus	1:Experimental evidence at protein level	Ceramide synthase 2	1.0	0.999	3	5	1	5	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	1	0	17932.053	0.0	0.0	0.0	0.0	0.0	0.0	11517.04	0.0	17156.875	41281.906	47024.176	0.0	30650.05	41325.504	16129.412	0.0	18425.574	0.0	0.0	0.0	0.0	0.0	0.0	11834.01	0.0	17629.062	22501.852	16412.297	0.0	15875.901	14422.55	16573.322	0.0	
tr|G3V8Z3|G3V8Z3_RAT	G3V8Z3	G3V8Z3_RAT	Gpkow	487	Rattus norvegicus	1:Experimental evidence at protein level	G-patch domain and KOW motifs-containing protein	1.0	0.999	2	7	7	7	1	1	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0	13664.591	15635.027	24274.217	20383.387	14257.528	17753.852	12163.46	15585.067	9655.862	36884.312	28458.852	36222.52	25546.348	14377.159	30212.26	14334.119	10118.203	14572.441	16673.791	15808.197	12546.958	15204.772	11539.559	12971.578	16620.512	10297.381	20769.338	15152.808	18506.182	15695.406	15332.352	13945.105	15286.452	10790.438	
tr|G3V918|G3V918_RAT	G3V918	G3V918_RAT	Gart	1010	Rattus norvegicus	3:Protein inferred from homology	Trifunctional purine biosynthetic protein adenosine-3	1.0	0.999	10	83	83	83	7	6	3	4	5	4	4	3	7	5	3	4	3	5	7	9	4	7	6	3	4	5	4	4	3	7	5	3	4	3	5	7	9	4	7	6	3	4	5	4	4	3	7	5	3	4	3	5	7	9	4	174086.47	153729.44	135656.9	118916.94	151507.95	104931.234	106947.92	105335.89	142482.45	102776.61	93310.29	121681.6	175695.28	176362.95	166251.03	152779.1	159311.72	33751.473	35756.207	33890.77	33187.926	31014.346	31038.662	32108.283	31550.281	34128.67	33617.316	35844.824	31266.93	32958.79	32381.082	36688.668	33551.246	27176.084	
tr|G3V953|G3V953_RAT	G3V953	G3V953_RAT	Rbbp6	1789	Rattus norvegicus	1:Experimental evidence at protein level	RB binding protein 6, ubiquitin ligase	1.0	0.999	33	714	27	714	38	48	40	44	48	42	47	49	39	37	38	43	41	43	42	47	28	1	2	2	2	1	1	1	2	1	2	3	2	1	1	2	2	1	38	48	40	44	48	42	47	49	39	37	38	43	41	43	42	47	28	1968241.1	2101405.5	2249419.2	2045526.5	2042944.9	2014277.8	2268785.5	2121974.5	1817022.9	1925448.1	1945603.5	1911092.8	2016023.1	1906928.1	1849826.9	2082020.9	1251521.5	145678.33	153857.81	156060.05	147672.36	147719.86	144381.39	151476.25	151154.55	134608.61	139175.62	136367.02	135327.06	135618.44	134608.75	132930.16	135947.45	93430.17	
tr|G3V968|G3V968_RAT	G3V968	G3V968_RAT	Mphosph10	676	Rattus norvegicus	1:Experimental evidence at protein level	U3 small nucleolar ribonucleoprotein protein MPP10	1.0	0.999	7	123	123	123	8	6	3	8	6	9	6	8	9	9	11	5	8	8	6	11	2	8	6	3	8	6	9	6	8	9	9	11	5	8	8	6	11	2	8	6	3	8	6	9	6	8	9	9	11	5	8	8	6	11	2	187812.58	102878.98	108159.43	172077.27	164610.4	158492.14	202353.97	235647.47	141483.78	233910.4	260386.27	230707.88	237051.53	242382.4	269583.44	227717.02	103440.79	59016.05	56684.355	55983.855	55258.746	57194.285	47829.824	62579.195	72944.06	56449.41	49230.656	49754.367	49907.6	54580.99	49656.28	57133.414	46195.324	40148.832	
tr|G3V992|G3V992_RAT	G3V992	G3V992_RAT	Gtf2e1	438	Rattus norvegicus	3:Protein inferred from homology	General transcription factor IIE subunit 1	0.9525	0.9978	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	103408.586	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
tr|G3V996|G3V996_RAT	G3V996	G3V996_RAT	Letmd1	360	Rattus norvegicus	4:Protein predicted	LETM1 domain containing 1	1.0	0.999	3	20	6	20	1	0	1	1	0	0	1	1	0	2	2	1	1	1	1	5	2	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	1	1	0	2	2	1	1	1	1	5	2	30169.38	34983.58	45798.0	50924.78	48889.01	57989.934	52386.883	26505.592	34878.863	55091.766	39276.32	47401.484	49524.22	45563.54	43991.92	42040.54	33176.92	20800.473	19160.586	24215.842	28352.639	23055.54	30229.82	25726.594	31287.664	20019.332	24688.215	25500.79	25503.201	21427.588	20158.395	26518.31	28104.027	40178.863	
tr|G3V9M1|G3V9M1_RAT	G3V9M1	G3V9M1_RAT	Ddx23	819	Rattus norvegicus	1:Experimental evidence at protein level	Probable ATP-dependent RNA helicase DDX23	1.0	0.999	25	402	59	402	19	18	19	23	25	27	20	19	19	23	22	23	28	23	22	30	42	2	3	3	2	5	4	3	2	2	4	5	2	5	4	4	5	4	19	18	19	23	25	27	20	19	19	23	22	23	28	23	22	30	42	1356875.8	1176488.5	1292752.0	1150289.2	1128575.8	1155886.5	1030927.94	1125463.0	956168.44	1239647.8	1034125.06	1124200.0	1383820.2	1252150.1	1230069.2	1259208.9	2178875.2	137831.27	127957.62	133656.83	136399.75	144392.28	142960.22	125742.99	126455.81	128605.95	123148.9	125313.89	117554.31	150530.03	146093.47	133436.61	126061.09	255083.45	
tr|G3V9M8|G3V9M8_RAT	G3V9M8	G3V9M8_RAT	Fam50a	339	Rattus norvegicus	4:Protein predicted	Family with sequence similarity 50, member A	1.0	0.9969	3	4	2	4	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	234245.34	252500.58	252520.2	274166.62	285427.06	161342.17	231742.31	241449.45	257006.3	258530.42	264603.0	271364.1	23712.588	24065.986	42729.35	40837.742	275791.3	127514.26	131928.94	149397.97	141612.5	151420.78	101168.38	117785.66	106233.35	133968.12	146819.34	141550.27	140136.83	203868.64	206906.97	153390.06	160569.48	146149.94	
tr|G3V9N1|G3V9N1_RAT	G3V9N1	G3V9N1_RAT	Pgam5	299	Rattus norvegicus	3:Protein inferred from homology	Serine/threonine-protein phosphatase PGAM5, mitochondrial	1.0	0.999	7	172	35	172	11	9	9	10	10	11	11	10	10	9	11	9	10	12	13	13	4	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	3	1	11	9	9	10	10	11	11	10	10	9	11	9	10	12	13	13	4	311638.38	330013.28	317591.2	297932.56	299339.2	314167.38	306003.5	335683.53	285099.47	368347.3	343936.34	390054.12	379416.03	325564.12	386944.44	384006.94	150994.47	106524.85	112747.83	108287.35	100893.91	106084.1	100682.22	103636.45	112916.71	112013.195	107290.516	115746.08	112626.914	113049.08	106369.53	114844.24	111617.586	54400.332	
tr|G3V9W2|G3V9W2_RAT	G3V9W2	G3V9W2_RAT	Jak1	1153	Rattus norvegicus	3:Protein inferred from homology	Tyrosine-protein kinase	1.0	0.999	24	325	325	325	17	21	15	16	20	18	23	20	18	18	17	15	19	20	20	21	27	17	21	15	16	20	18	23	20	18	18	17	15	19	20	20	21	27	17	21	15	16	20	18	23	20	18	18	17	15	19	20	20	21	27	645739.6	718371.6	641469.75	697048.6	666973.1	621517.6	689338.6	671269.6	530646.5	556638.44	588389.0	584086.06	649199.56	658791.8	596934.1	641933.25	1012086.5	55526.9	61610.086	58530.44	60304.797	61059.86	58214.777	61123.01	58251.82	53918.965	55892.727	57706.66	55930.2	57379.973	57619.492	53743.047	56836.707	82856.336	
tr|K7GK60|K7GK60_RAT	K7GK60	K7GK60_RAT	Fau	133	Rattus norvegicus	4:Protein predicted	FAU ubiquitin like and ribosomal protein S30 fusion	1.0	0.999	4	454	0	454	27	28	27	25	28	28	25	22	24	28	25	23	32	26	32	26	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	28	27	25	28	28	25	22	24	28	25	23	32	26	32	26	28	8791534.0	9651964.0	9522002.0	9291058.0	8485937.0	8251124.5	8971067.0	8579197.0	8553769.0	8140966.5	8752357.0	7962125.5	8510935.0	8402604.0	8664747.0	7956226.0	9547224.0	7535967.0	8683882.0	7300517.5	7455003.5	7617744.5	6935433.5	8020775.0	7166903.5	6878178.0	6650052.0	7764812.5	6496199.0	7162877.0	6804603.0	7937342.5	6824175.5	5112609.5	
tr|M0R3M8|M0R3M8_RAT	M0R3M8	M0R3M8_RAT	Rrp12	1295	Rattus norvegicus	1:Experimental evidence at protein level	Ribosomal RNA processing 12	1.0	0.999	25	376	0	376	20	27	23	20	15	26	25	28	21	15	20	19	21	22	24	27	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	27	23	20	15	26	25	28	21	15	20	19	21	22	24	27	23	737410.8	729446.0	678562.94	717863.56	727754.06	709182.6	705439.2	774964.25	667961.75	589687.75	693213.56	701102.6	623750.94	628720.7	702090.6	613716.4	607749.5	82799.62	78848.82	78853.68	76170.82	74380.53	75594.67	80180.17	79858.01	81649.04	70663.125	70087.69	72352.22	73903.06	72418.45	71414.96	72404.15	68423.28	
tr|M0R3R6|M0R3R6_RAT	M0R3R6	M0R3R6_RAT	Rbm14	365	Rattus norvegicus	1:Experimental evidence at protein level	RNA-binding protein 14	1.0	0.999	3	22	20	22	3	1	1	2	2	2	2	0	2	0	1	1	1	1	2	0	1	3	1	1	2	2	2	2	0	1	0	1	1	1	1	1	0	1	3	1	1	2	2	2	2	0	2	0	1	1	1	1	2	0	1	0.0	20929.232	23412.488	22757.258	20083.52	21266.379	37724.9	18235.006	31761.594	39297.37	33547.695	22544.654	39821.293	34219.133	32919.527	31484.354	28607.393	0.0	20929.232	23412.488	22757.258	20083.52	21266.379	24215.684	18235.006	18230.408	16160.091	18988.084	22544.654	18361.45	20493.623	20079.748	18696.162	17292.137	
tr|M0R469|M0R469_RAT	M0R469	M0R469_RAT	C17h5orf24	189	Rattus norvegicus	3:Protein inferred from homology	Similar to human chromosome 5 open reading frame 24	1.0	0.999	6	163	163	163	8	9	7	10	10	11	7	7	9	6	5	11	12	10	7	10	24	8	9	7	10	10	11	7	7	9	6	5	11	12	10	7	10	24	8	9	7	10	10	11	7	7	9	6	5	11	12	10	7	10	24	432250.7	491826.47	427658.0	386816.47	414042.6	380908.75	439860.62	297771.7	490721.03	480371.7	387474.28	345885.7	523763.3	550478.75	716721.5	702730.9	844306.5	160062.05	143187.9	139222.06	131316.0	144793.2	146585.83	125604.7	118507.44	155222.66	146440.4	150655.97	134186.7	143093.4	145728.7	117734.61	142644.3	268136.88	
tr|M0R5B6|M0R5B6_RAT	M0R5B6	M0R5B6_RAT	Exosc1	154	Rattus norvegicus	1:Experimental evidence at protein level	Exosome component 1	1.0	0.999	2	9	0	9	1	0	0	0	1	0	2	1	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	1	0	0	0	0	0	1	1	2	0	22678.85	24018.47	23613.043	20954.76	29714.283	5576.453	22779.088	20969.676	14765.426	0.0	0.0	10772.45	20842.057	9938.575	23884.316	26412.03	29160.703	13172.813	14025.796	13799.342	12421.181	17368.027	5493.1094	13277.157	12394.267	14544.747	0.0	0.0	10611.449	12296.682	14706.99	14157.001	14796.239	17148.094	tr|M0RDC9|M0RDC9_RAT
tr|M0R5V4|M0R5V4_RAT	M0R5V4	M0R5V4_RAT	Arhgap19	494	Rattus norvegicus	4:Protein predicted	Rho GTPase-activating protein 19	1.0	0.999	17	252	0	252	14	16	15	15	21	14	14	16	12	18	13	15	16	12	15	14	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	16	15	15	21	14	14	16	12	18	13	15	16	12	15	14	12	468199.9	564218.7	496594.53	523319.8	512816.1	458299.38	471999.7	463155.44	490660.16	515931.84	448708.84	485026.72	551134.56	475731.56	529297.0	481069.25	466608.12	71978.76	74636.58	75420.69	70303.73	70525.98	68955.375	68893.24	67975.01	64478.285	67199.16	67693.12	64830.207	70037.19	68343.1	68136.445	64233.973	65517.15	
tr|M0R623|M0R623_RAT	M0R623	M0R623_RAT	Gtpbp4	636	Rattus norvegicus	1:Experimental evidence at protein level	Nucleolar GTP-binding protein 1	1.0	0.999	16	169	25	169	15	11	11	7	11	12	11	12	11	8	8	8	9	8	9	11	7	2	2	2	2	3	2	2	2	2	2	1	0	0	1	1	1	0	15	11	11	7	11	12	11	12	11	8	8	8	9	8	9	11	7	462427.06	466252.38	359291.88	332108.88	448533.5	399912.75	429637.4	457860.38	476030.25	264602.34	348386.3	295996.84	373064.47	380260.03	377922.34	366055.0	367417.06	82369.016	83597.83	72194.88	72013.875	77893.07	76638.32	80879.89	83227.35	85485.33	68669.06	74619.53	69019.086	73279.836	76288.21	76765.27	73303.4	76376.336	
tr|M0R6H3|M0R6H3_RAT	M0R6H3	M0R6H3_RAT	Rtl9	1373	Rattus norvegicus	4:Protein predicted	Retrotransposon Gag like 9	0.9735	0.9988	1	33	33	33	3	1	2	2	1	2	2	2	3	3	2	3	1	2	3	1	0	3	1	2	2	1	2	2	2	3	3	2	3	1	2	3	1	0	3	1	2	2	1	2	2	2	3	3	2	3	1	2	3	1	0	628765.6	602690.3	758409.8	601574.56	527291.0	632416.3	567518.4	533986.3	674339.56	683516.56	768263.2	810408.2	429954.56	554231.56	543901.1	403653.25	125870.914	628765.6	602690.3	758409.8	601574.56	527291.0	632416.3	567518.4	533986.3	674339.56	683516.56	768263.2	810408.2	429954.56	554231.56	543901.1	403653.25	125870.914	
tr|M0R6Z9|M0R6Z9_RAT	M0R6Z9	M0R6Z9_RAT	Myo18b	2551	Rattus norvegicus	1:Experimental evidence at protein level	Myosin XVIIIb	1.0	0.9967	1	9	9	9	0	1	0	0	1	0	0	1	1	0	0	1	0	0	1	2	1	0	1	0	0	1	0	0	1	1	0	0	1	0	0	1	2	1	0	1	0	0	1	0	0	1	1	0	0	1	0	0	1	2	1	504297.03	0.0	485902.12	439785.6	418292.56	0.0	405923.47	353661.9	393096.3	850442.06	784746.1	442596.94	0.0	877340.75	388832.97	682743.2	1491667.6	500103.53	0.0	481861.6	436128.56	414814.25	0.0	402548.0	350721.03	389827.5	442908.72	406283.8	488569.2	0.0	458625.62	429220.78	355440.7	789546.2	
tr|M0R719|M0R719_RAT	M0R719	M0R719_RAT	Micos13	119	Rattus norvegicus	3:Protein inferred from homology	MICOS complex subunit MIC13	1.0	0.999	2	29	29	29	3	1	2	3	2	2	3	2	2	1	1	1	1	1	1	1	2	3	1	2	3	2	2	3	2	2	1	1	1	1	1	1	1	2	3	1	2	3	2	2	3	2	2	1	1	1	1	1	1	1	2	61687.438	69747.266	74427.78	69583.78	24184.572	64301.61	70422.35	63060.19	74553.875	62406.273	44454.35	61213.93	70407.305	50136.406	68864.79	65029.57	53713.484	36793.53	41817.906	44135.94	41451.445	36352.64	38012.58	41906.945	37519.32	44653.125	32936.645	43466.977	36200.586	41544.016	49022.83	40500.63	38252.89	32057.012	
tr|M0R9Q1|M0R9Q1_RAT	M0R9Q1	M0R9Q1_RAT	Rbm14	669	Rattus norvegicus	1:Experimental evidence at protein level	RNA-binding protein 14	1.0	0.999	21	452	452	452	25	26	24	24	28	25	25	29	22	31	25	25	30	28	25	28	32	25	26	24	24	28	25	25	29	22	31	25	25	30	28	25	28	32	25	26	24	24	28	25	25	29	22	31	25	25	30	28	25	28	32	1596754.5	1358946.8	1402666.8	1259496.9	1486562.0	1382651.0	1574082.5	1624544.0	1492648.1	1339202.9	1299534.6	1269240.2	1641496.0	1699826.5	1671338.2	1149971.4	1714256.2	221398.81	198334.48	210054.05	209163.11	220620.22	215215.95	211999.3	227263.7	222861.5	208836.98	219947.97	198606.11	228626.73	231443.11	228225.23	211189.22	279583.25	
tr|M0RAD5|M0RAD5_RAT	M0RAD5	M0RAD5_RAT	Clpp	333	Rattus norvegicus	3:Protein inferred from homology	ATP-dependent Clp protease proteolytic subunit	1.0	0.9972	3	4	4	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	26384.16	15044.094	29465.45	16077.057	13965.171	17628.922	28212.309	22917.273	26083.527	0.0	0.0	0.0	41979.07	31830.988	43865.156	34663.492	7158.9526	15201.146	17107.133	17889.832	18281.748	8936.429	11379.497	17771.941	14925.635	15454.243	0.0	0.0	0.0	15879.354	15164.984	14985.19	16108.358	8140.6797	
tr|M0RBB1|M0RBB1_RAT	M0RBB1	M0RBB1_RAT	Alyref	256	Rattus norvegicus	4:Protein predicted	Aly/REF export factor	1.0	0.999	10	2424	517	2424	144	152	150	118	129	133	165	150	132	129	127	125	133	154	152	153	178	27	40	46	21	26	25	38	37	25	24	21	24	28	28	29	36	42	144	152	150	118	129	133	165	150	132	129	127	125	133	154	152	153	178	2.8712698E7	3.0434184E7	2.929628E7	3.0152278E7	2.8319158E7	2.967187E7	3.2130648E7	3.230354E7	2.5149062E7	2.8122276E7	2.8830574E7	2.7547762E7	2.9473934E7	2.938876E7	3.2014332E7	2.824584E7	3.8024736E7	7028097.0	7532126.0	6891923.0	7512456.5	7379604.0	7058914.5	9336381.0	8656255.0	6961574.0	6373513.5	7237757.5	6687577.5	7724319.0	7357388.5	8496771.0	7164558.0	1.1620496E7	
tr|M0RBF1|M0RBF1_RAT	M0RBF1	M0RBF1_RAT	C3	1615	Rattus norvegicus	1:Experimental evidence at protein level	Complement C3	1.0	0.999	25	423	0	423	22	23	19	25	26	25	23	26	22	22	26	21	21	32	28	36	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	23	19	25	26	25	23	26	22	22	26	21	21	32	28	36	26	1156480.5	1127422.8	1165323.9	1113011.0	1145344.9	1041823.0	1037484.6	1157410.0	1232471.5	983608.6	1109343.9	999029.7	1068592.8	1278472.9	1291278.2	1256150.9	1416124.1	245856.44	255367.9	257731.53	256266.64	266221.47	234405.75	252297.66	253428.19	237760.55	239113.14	246690.8	204305.92	250943.5	254582.75	253603.8	245020.44	306474.03	tr|M0RBJ7|M0RBJ7_RAT
tr|M0RBL8|M0RBL8_RAT	M0RBL8	M0RBL8_RAT	Tceal6	199	Rattus norvegicus	1:Experimental evidence at protein level	Transcription elongation factor A like 3	1.0	0.999	2	22	22	22	1	1	1	1	1	3	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	3	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	3	1	2	1	1	1	1	1	1	2	2	1	148441.48	153148.56	155665.9	166867.02	120368.61	113015.64	118593.51	129657.375	153489.28	150112.22	148792.03	162724.14	136451.64	42937.61	115791.766	41320.133	57038.57	123189.234	106121.07	111674.76	122481.9	107847.6	103951.41	91666.13	99810.89	103595.7	92253.27	113023.586	116469.016	129845.98	49116.594	85646.93	50294.574	68904.82	
tr|M0RBT0|M0RBT0_RAT	M0RBT0	M0RBT0_RAT	Haspin	751	Rattus norvegicus	4:Protein predicted	Serine/threonine-protein kinase haspin	0.9778	0.999	1	7	7	7	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	10787.963	7761.3354	10300.658	13749.419	9083.685	10647.744	10011.747	13974.764	4538.1265	11272.496	0.0	10743.554	2724.4255	8303.377	0.0	0.0	9467.765	10787.963	7761.3354	10300.658	13749.419	9083.685	10647.744	10011.747	13974.764	4538.1265	11272.496	0.0	10743.554	2724.4255	8303.377	0.0	0.0	9467.765	
tr|M0RCP9|M0RCP9_RAT	M0RCP9	M0RCP9_RAT	Pin4	118	Rattus norvegicus	3:Protein inferred from homology	Peptidyl-prolyl cis-trans isomerase	1.0	0.999	4	65	18	65	4	6	5	3	2	5	4	3	6	3	2	2	4	3	4	4	5	1	3	1	1	0	2	1	1	2	0	0	0	1	1	0	1	3	4	6	5	3	2	5	4	3	6	3	2	2	4	3	4	4	5	229104.58	327830.0	251420.56	270963.62	231690.88	270183.66	301227.62	311169.84	250376.47	187283.92	192387.02	242312.19	225351.36	218791.73	218273.55	209578.62	321383.06	161812.62	164179.92	131669.02	136858.83	163392.3	145555.89	157666.39	150113.0	145770.84	119381.72	118176.375	135991.48	166566.97	155755.81	135032.05	141384.81	168460.64	
tr|M0RCS2|M0RCS2_RAT	M0RCS2	M0RCS2_RAT	Tbl2	442	Rattus norvegicus	4:Protein predicted	Transducin beta-like protein 2	1.0	0.999	7	87	61	87	5	6	4	5	5	6	4	4	5	3	5	5	7	6	6	10	1	4	3	3	3	3	4	2	3	4	2	4	3	6	5	5	7	0	5	6	4	5	5	6	4	4	5	3	5	5	7	6	6	10	1	110211.64	168464.1	118799.16	121043.17	149898.31	149513.4	138580.9	122545.25	211329.31	198958.9	116175.39	165242.58	217120.84	170278.48	169180.53	203042.9	70782.31	37038.934	39870.207	36045.04	36982.01	36458.168	36197.816	36626.94	33863.004	46181.98	44058.86	41206.375	40905.53	41665.098	40672.234	42063.613	42045.332	21000.797	
tr|M0RDD7|M0RDD7_RAT	M0RDD7	M0RDD7_RAT	Chtopl1	203	Rattus norvegicus	4:Protein predicted	Chromatin target of PRMT1-like 1	1.0	0.999	6	241	25	241	12	14	15	15	14	14	15	17	8	14	18	13	14	15	14	14	15	1	1	2	1	2	1	1	1	1	3	1	2	2	2	2	1	1	12	14	15	15	14	14	15	17	8	14	18	13	14	15	14	14	15	687088.44	614152.0	720793.75	707046.3	653933.7	723593.75	658858.44	837601.75	633014.7	605437.44	664789.3	626371.8	699452.4	679624.75	697356.7	695325.6	477585.16	174734.62	174463.17	184669.4	177973.28	167705.72	182740.14	202192.33	213096.97	162680.25	144216.8	154611.05	150510.14	170163.1	159255.1	167931.19	158983.55	133419.25	
tr|M0RDZ0|M0RDZ0_RAT	M0RDZ0	M0RDZ0_RAT	Ebna1bp2	313	Rattus norvegicus	1:Experimental evidence at protein level	EBNA1 binding protein 2	1.0	0.999	8	67	0	67	8	2	4	4	6	4	7	6	5	2	2	2	5	2	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	4	4	6	4	7	6	5	2	2	2	5	2	3	5	0	156530.34	124424.234	132930.22	116632.52	144556.97	128587.12	147782.84	125071.72	144107.08	88910.914	97621.78	85209.92	103388.26	89877.3	96439.02	96593.53	96574.26	37877.625	29052.137	29630.959	27465.98	32646.988	28199.424	31506.184	31230.01	31624.643	23961.756	26899.426	25256.959	26097.049	24676.38	27162.91	23964.11	21341.45	tr|Q5M920|Q5M920_RAT
